Category,Message
spam,ringtone club get the uk singles chart on your mobile each week and choose any top quality ringtone this message is free of charge
ham,ill be at mu in like  ltgt  seconds
ham,im good i have been thinking about you
spam,get your garden ready for summer with a free selection of summer bulbs and seeds worth  only with the scotsman this saturday to stop go notxtcouk
ham,good sleep is about rhythm the person has to establish a rhythm that the body will learn and use if you want to know more 
ham,ok
spam,sorry i missed your call lets talk when you have the time im on 
ham,yup wun believe wat u really neva c e msg i sent shuhui
ham,i accidentally deleted the message resend please
ham,im already back home so no probably not
ham,nothing will ever be easy but dont be looking for a reason not to take a risk on life and love
ham,hey  dont forget  you are mine  for me  my possession  my property  mmm  childish smile 
ham,o well uv causes mutations sunscreen is like essential thesedays
ham,hi di is yijue were meeting at  pm at esaplanade tonight
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number joke
ham,hcl chennai requires freshers for voice processexcellent english neededsalary upto  ltgt call mssuman  ltgt  for telephonic interview via indyarockscom
ham," wonders in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms and st \ur lovely friendship\"" good morning dear"""
ham,sorry completely forgot  will pop em round this week if your still here
ham,is your hamster dead hey so tmr i meet you at pm orchard mrt 
ham,"wiskey brandy rum gin beer vodka scotch shampain wine \kudi\""yarasu dhina vaazhthukkal """
ham,cheers for the message zogtorius ive been staring at my phone for an age deciding whether to text or not
spam,sms auction  a brand new nokia  is up  auction today auction is free  join  take part txt nokia to  now hgsuitelands rowwjhl
ham,ok i msg u b i leave my house
ham,ha ha cool cool chikku chikkudb
ham,ok good then i later come find _ c lucky i told _ to go earlier later pple take finish _ no more again
ham,yup he msg me is tat yijue then i tot its my group mate cos we meeting today mah im askin if _ leaving earlier or wat mah cos mayb _ haf to walk v far
ham,like  ltgt  same question
ham,ya but it cant display internal subs so i gotta extract them
ham,lol thats different i dont go trying to find every real life photo you ever took
ham,ok i juz receive
ham,depends on where u going lor
ham,and whenever you and i see we can still hook up too
ham,i notice you like looking in the shit mirror youre turning into a right freak
spam,think ur smart  win  this week in our weekly quiz text play to  nowtcs winnersclub po box  m uz  gbpweek
ham,fuck babe  i miss you already you know  cant you let me send you some money towards your net  i need you  i want you  i crave you 
ham,heygreat dealfarm tour am to pm pax  deposit by  may
ham,hostbased idps for linux systems
ham,sindu got job in birla soft 
spam,private your  account statement for  shows  unredeemed sim points call  identifier code  expires  
ham,how many times i told in the stage all use to laugh you not listen aha
ham,wah okie okie muz make use of e unlimited haha 
ham,yesim in office da
spam,urgent your mobile number has been awarded with a  prize guaranteed call  from land line claim  valid hrs only ppm
ham,is there any training tomorrow
ham,it just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
ham,omg how did u know what i ate
spam,great new offer  double mins  double txt on best orange tariffs and get latest camera phones  free call mobileupd free on  now or stoptxt tcs
ham,"\hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal when are u free katexxx\"""""
ham,heygreat dealfarm tour am to pm pax  deposit by  may
ham,but my family not responding for anything now am in room not went to home for diwali but no one called me and why not coming it makes me feel like died
spam,this weeks savamob member offers are now accessible just call  for details savamob pobox  la wu only week savamob  offers mobile
ham,u call me alter at  ok
ham,oh ho is this the first time u use these type of words
ham,are you going to write ccna exam this week
ham,i get out of class in bsn in like  ltgt  minutes you know where advising is
ham,wanna do some art d
ham,alright if youre sure let me know when youre leaving
ham,wot u up  j
ham,great comedycant stop laughing da
ham,at home by the way
ham,as usualiam fine happy amp doing well
ham,theres someone here that has a year  ltgt  toyota camry like mr olayiwolas own mileage is  ltgt kits clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back
ham,when you guys planning on coming over
ham,hi happy new year i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is thanks
ham,thought praps you meant another one goodo ill look tomorrow 
spam,had your mobile mths  update for free to oranges latest colour camera mobiles  unlimited weekend calls call mobile upd on freefone  or stoptxt
ham,well the weather in calis great but its complexities are great you need a car to move freely its taxes are outrageous but all in all its a great place the sad part is i missing home
ham,dont worry  day very big lambu ji vl cometil then enjoy batchlor party
ham,sorry ill call you  later i am in meeting sir
ham,how are you wish you a great semester
spam,free st week entry  textpod  a chance  win gb ipod or  cash every wk txt pod to  tscs wwwtextpodnet custcare 
ham,hai ana tomarrow am coming on morning  ltdecimalgt  ill be there in sathy then we ll go to rto office reply me after came to home
ham,horrible u eat macs eat until u forgot abt me already rite u take so long  reply i thk its more toot than b so b prepared now wat shall i eat
ham,i cant make it tonight
ham,im now but have to wait till  for the bus to pick me
ham,what do u reckon as need  arrange transport if u cant do it thanks
ham,there bold   ltgt  is that yours
ham,one small prestige problem now
ham,dunno da next show aft  is  toa payoh got 
ham,oh right ok ill make sure that i do loads of work during the day  got a really nasty cough today and is dry n shot so that should really help it
ham,gd luck  ur exams 
ham,staffsciencenusedusgphyhcmkteachingpc
spam,want a new video phone  anytime any network mins half price line rental free text for  months reply or call  for free delivery
ham,am in film ill call you later
ham,rajipls do me a favour pls convey my birthday wishes to nimya pls today is her birthday
ham,bishan lar nearer no need buy so early cos if buy now i gotta park my car
ham,"a swt thought \nver get tired of doing little things  lovable persons\"" cozsomtimes those little things occupy d biggest part in their hearts gud ni"""
ham,dear are you angry i was busy dear
ham,tap  spile at seven  is that pub on gas st off broad st by canal ok
ham,yes i will be there glad you made it
ham,life alle moneeppolum oru pole allalo
ham,multiply the numbers independently and count decimal points then for the division push the decimal places like i showed you
ham,was playng  doors game and gt racing on phone lol
ham,hi there we have now moved in our pub  would be great  c u if u cud come up
ham,networking job is there
ham,except theres a chick with huge boobs
ham,goodo yes we must speak friday  eggpotato ratio for tortilla needed 
